INSERT INTO person (lastName, firstName, email, phoneNumber) VALUES
('Brown', 'Michael', 'michael.brown868@example.com', '555-0915'),
('Walker', 'Chris', 'chris.walker869@example.com', '555-0803'),
('Wilson', 'Emily', 'emily.wilson870@example.com', '555-0494'),
('Taylor', 'Michael', 'michael.taylor871@example.com', '555-0151'),
('Martin', 'Jane', 'jane.martin872@example.com', '555-0292'),
('Wilson', 'Sarah', 'sarah.wilson873@example.com', '555-0421'),
('Taylor', 'Mike', 'mike.taylor874@example.com', '555-0778'),
('Johnson', 'John', 'john.johnson875@example.com', '555-0425'),
('Doe', 'John', 'john.doe876@example.com', '555-0964'),
('Johnson', 'Chris', 'chris.johnson877@example.com', '555-0933'),
('Smith', 'Chris', 'chris.smith878@example.com', '555-0463'),
('Walker', 'John', 'john.walker879@example.com', '555-0664'),
('White', 'Jane', 'jane.white880@example.com', '555-0436'),
('Taylor', 'Sophia', 'sophia.taylor881@example.com', '555-0688'),
('Doe', 'Chris', 'chris.doe882@example.com', '555-0180'),
('Smith', 'Mike', 'mike.smith883@example.com', '555-0557'),
('Johnson', 'Jane', 'jane.johnson884@example.com', '555-0832'),
('White', 'John', 'john.white885@example.com', '555-0957'),
('Brown', 'Jane', 'jane.brown886@example.com', '555-0208'),
('Brown', 'Chris', 'chris.brown887@example.com', '555-0314'),
('Wilson', 'John', 'john.wilson888@example.com', '555-0313'),
('Brown', 'David', 'david.brown889@example.com', '555-0618'),
('Wilson', 'John', 'john.wilson890@example.com', '555-0269'),
('Brown', 'Chris', 'chris.brown891@example.com', '555-0766'),
('Martin', 'John', 'john.martin892@example.com', '555-0674'),
('Walker', 'Chris', 'chris.walker893@example.com', '555-0384'),
('Smith', 'Sophia', 'sophia.smith894@example.com', '555-0359'),
('Brown', 'Sarah', 'sarah.brown895@example.com', '555-0363'),
('Johnson', 'Chris', 'chris.johnson896@example.com', '555-0567'),
('Brown', 'David', 'david.brown897@example.com', '555-0350'),
('Lee', 'David', 'david.lee898@example.com', '555-0229'),
('Taylor', 'Emma', 'emma.taylor899@example.com', '555-0792'),
('Johnson', 'Chris', 'chris.johnson900@example.com', '555-0748'),
('White', 'David', 'david.white901@example.com', '555-0124'),
('Doe', 'Sophia', 'sophia.doe902@example.com', '555-0733'),
('Doe', 'Sophia', 'sophia.doe903@example.com', '555-0327'),
('Wilson', 'Emma', 'emma.wilson904@example.com', '555-0460'),
('Walker', 'Michael', 'michael.walker905@example.com', '555-0873'),
('Johnson', 'Mike', 'mike.johnson906@example.com', '555-0641'),
('Martin', 'David', 'david.martin907@example.com', '555-0240'),
('Taylor', 'Emma', 'emma.taylor908@example.com', '555-0450'),
('White', 'Emily', 'emily.white909@example.com', '555-0612'),
('Martin', 'Mike', 'mike.martin910@example.com', '555-0508'),
('Taylor', 'Chris', 'chris.taylor911@example.com', '555-0459'),
('Johnson', 'David', 'david.johnson912@example.com', '555-0867'),
('White', 'John', 'john.white913@example.com', '555-0457'),
('Lee', 'Michael', 'michael.lee914@example.com', '555-0983'),
('White', 'Sarah', 'sarah.white915@example.com', '555-0459'),
('Lee', 'Chris', 'chris.lee916@example.com', '555-0144'),
('Johnson', 'Sophia', 'sophia.johnson917@example.com', '555-0855'),
('Walker', 'David', 'david.walker918@example.com', '555-0839'),
('Doe', 'Sarah', 'sarah.doe919@example.com', '555-0704'),
('Brown', 'Sophia', 'sophia.brown920@example.com', '555-0474'),
('Lee', 'Emma', 'emma.lee921@example.com', '555-0424'),
('Walker', 'Chris', 'chris.walker922@example.com', '555-0683'),
('Taylor', 'Chris', 'chris.taylor923@example.com', '555-0919'),
('Walker', 'John', 'john.walker924@example.com', '555-0775'),
('Martin', 'Jane', 'jane.martin925@example.com', '555-0996'),
('Lee', 'Sophia', 'sophia.lee926@example.com', '555-0703'),
('Brown', 'David', 'david.brown927@example.com', '555-0807'),
('Doe', 'Emma', 'emma.doe928@example.com', '555-0943'),
('Johnson', 'Chris', 'chris.johnson929@example.com', '555-0415'),
('Smith', 'Chris', 'chris.smith930@example.com', '555-0711'),
('Martin', 'John', 'john.martin931@example.com', '555-0947'),
('White', 'Emma', 'emma.white932@example.com', '555-0585'),
('Brown', 'Emma', 'emma.brown933@example.com', '555-0139'),
('White', 'Mike', 'mike.white934@example.com', '555-0247'),
('Brown', 'Sophia', 'sophia.brown935@example.com', '555-0263'),
('Walker', 'John', 'john.walker936@example.com', '555-0885'),
('Walker', 'Sarah', 'sarah.walker937@example.com', '555-0174'),
('Taylor', 'Chris', 'chris.taylor938@example.com', '555-0838'),
('Wilson', 'David', 'david.wilson939@example.com', '555-0971'),
('Martin', 'Michael', 'michael.martin940@example.com', '555-0264'),
('Taylor', 'Chris', 'chris.taylor941@example.com', '555-0598'),
('Smith', 'David', 'david.smith942@example.com', '555-0642'),
('Smith', 'John', 'john.smith943@example.com', '555-0101'),
('Walker', 'Mike', 'mike.walker944@example.com', '555-0280'),
('Brown', 'David', 'david.brown945@example.com', '555-0305'),
('Smith', 'David', 'david.smith946@example.com', '555-0949'),
('Brown', 'Emma', 'emma.brown947@example.com', '555-0776'),
('Brown', 'Michael', 'michael.brown948@example.com', '555-0618'),
('Smith', 'Jane', 'jane.smith949@example.com', '555-0278'),
('White', 'David', 'david.white950@example.com', '555-0110'),
('Brown', 'Mike', 'mike.brown951@example.com', '555-0647'),
('Johnson', 'Jane', 'jane.johnson952@example.com', '555-0859'),
('Johnson', 'Michael', 'michael.johnson953@example.com', '555-0285'),
('Wilson', 'Emma', 'emma.wilson954@example.com', '555-0512'),
('Smith', 'Emma', 'emma.smith955@example.com', '555-0365'),
('Smith', 'Chris', 'chris.smith956@example.com', '555-0933'),
('Johnson', 'Jane', 'jane.johnson957@example.com', '555-0874'),
('Martin', 'David', 'david.martin958@example.com', '555-0461'),
('Doe', 'Michael', 'michael.doe959@example.com', '555-0951'),
('White', 'David', 'david.white960@example.com', '555-0380'),
('Lee', 'Michael', 'michael.lee961@example.com', '555-0270'),
('White', 'Sarah', 'sarah.white962@example.com', '555-0717'),
('Brown', 'David', 'david.brown963@example.com', '555-0110'),
('Martin', 'Michael', 'michael.martin964@example.com', '555-0565'),
('Walker', 'Mike', 'mike.walker965@example.com', '555-0279'),
('Johnson', 'Emily', 'emily.johnson966@example.com', '555-0733'),
('Martin', 'Jane', 'jane.martin967@example.com', '555-0494'),
('Walker', 'Mike', 'mike.walker968@example.com', '555-0965'),
('Smith', 'Sarah', 'sarah.smith969@example.com', '555-0573'),
('Taylor', 'Chris', 'chris.taylor970@example.com', '555-0790'),
('Doe', 'Jane', 'jane.doe971@example.com', '555-0481'),
('Brown', 'Chris', 'chris.brown972@example.com', '555-0884'),
('Smith', 'Emma', 'emma.smith973@example.com', '555-0543'),
('Taylor', 'Jane', 'jane.taylor974@example.com', '555-0442'),
('White', 'Sophia', 'sophia.white975@example.com', '555-0997'),
('Smith', 'Michael', 'michael.smith976@example.com', '555-0736'),
('Smith', 'John', 'john.smith977@example.com', '555-0540'),
('Johnson', 'Jane', 'jane.johnson978@example.com', '555-0497'),
('Martin', 'Emma', 'emma.martin979@example.com', '555-0887'),
('White', 'Michael', 'michael.white980@example.com', '555-0370'),
('Walker', 'Sophia', 'sophia.walker981@example.com', '555-0862'),
('Brown', 'Chris', 'chris.brown982@example.com', '555-0581'),
('Johnson', 'Chris', 'chris.johnson983@example.com', '555-0991'),
('Johnson', 'Mike', 'mike.johnson984@example.com', '555-0429'),
('Taylor', 'Mike', 'mike.taylor985@example.com', '555-0808'),
('Taylor', 'Chris', 'chris.taylor986@example.com', '555-0132'),
('Walker', 'Michael', 'michael.walker987@example.com', '555-0914'),
('Lee', 'Chris', 'chris.lee988@example.com', '555-0681'),
('Martin', 'Michael', 'michael.martin989@example.com', '555-0133'),
('Taylor', 'Sophia', 'sophia.taylor990@example.com', '555-0943'),
('Lee', 'Mike', 'mike.lee991@example.com', '555-0502'),
('Taylor', 'Sophia', 'sophia.taylor992@example.com', '555-0484'),
('Wilson', 'John', 'john.wilson993@example.com', '555-0174'),
('Brown', 'Emily', 'emily.brown994@example.com', '555-0629'),
('Doe', 'John', 'john.doe995@example.com', '555-0827'),
('Taylor', 'John', 'john.taylor996@example.com', '555-0546'),
('Smith', 'Jane', 'jane.smith997@example.com', '555-0401'),
('Brown', 'David', 'david.brown998@example.com', '555-0133'),
('Lee', 'David', 'david.lee999@example.com', '555-0927'),
('Johnson', 'David', 'david.johnson1000@example.com', '555-0686');

INSERT INTO animal (name, dateOfBirth, species, breed, color, weight, ownerId) VALUES
('Bella','2013-05-08','Turtle','Musk Turtle', 'Spotted', '18272', '873'),
('Luna','2020-12-07','Turtle','Box Turtle', 'Striped', '47483', '820'),
('Luna','2023-08-12','Turtle','Musk Turtle', 'Brown', '44540', '612'),
('Chloe','2017-09-08','Bird','Parrot', 'Striped', '18462', '950'),
('Bella','2014-07-19','Turtle','Musk Turtle', 'Multicolor', '16812', '616'),
('Bella','2017-06-30','Dog','Beagle', 'Gray', '15673', '321'),
('Daisy','2022-06-10','Rabbit','Netherland Dwarf', 'Spotted', '48234', '531'),
('Milo','2018-01-04','Hamster','Syrian', 'Gray', '35819', '560'),
('Charlie','2017-01-26','Rabbit','Mini Rex', 'Spotted', '48922', '728'),
('Max','2024-03-15','Turtle','Musk Turtle', 'Black', '32483', '80'),
('Rocky','2014-03-18','Hamster','Winter White Russian', 'Brown', '32792', '336'),
('Chloe','2014-06-09','Hamster','Syrian', 'Golden', '41301', '839'),
('Luna','2013-10-09','Cat','Siamese', 'White', '48215', '861'),
('Charlie','2020-06-29','Turtle','Musk Turtle', 'Spotted', '17994', '735'),
('Buddy','2016-12-23','Turtle','Red-Eared Slider', 'Golden', '7171', '687'),
('Daisy','2024-06-20','Hamster','Roborovski', 'Spotted', '794', '401'),
('Luna','2019-05-09','Hamster','Winter White Russian', 'White', '27164', '347'),
('Rocky','2010-03-06','Bird','Canary', 'Brown', '24413', '720'),
('Milo','2013-10-21','Dog','Labrador', 'Multicolor', '1403', '71'),
('Chloe','2019-06-04','Cat','Bengal', 'Brown', '49708', '724'),
('Chloe','2015-09-20','Turtle','Red-Eared Slider', 'Brown', '3888', '782'),
('Chloe','2024-05-04','Hamster','Syrian', 'Striped', '15947', '547'),
('Luna','2022-12-18','Bird','Canary', 'White', '18298', '713'),
('Luna','2020-03-11','Hamster','Roborovski', 'Striped', '33243', '500'),
('Lucy','2012-03-01','Bird','Sparrow', 'Brown', '18642', '399'),
('Bella','2018-12-23','Dog','Beagle', 'White', '34104', '267'),
('Daisy','2017-12-03','Bird','Canary', 'Black', '9065', '907'),
('Rocky','2015-07-30','Dog','German Shepherd', 'Spotted', '564', '153'),
('Chloe','2010-01-16','Cat','Persian', 'Brown', '2722', '222'),
('Lucy','2020-08-23','Bird','Cockatiel', 'White', '47307', '473'),
('Buddy','2022-06-17','Rabbit','Netherland Dwarf', 'Black', '12568', '397'),
('Bella','2010-03-27','Dog','Beagle', 'Striped', '3016', '168'),
('Luna','2019-07-04','Bird','Finch', 'Gray', '26725', '611'),
('Lucy','2021-02-14','Bird','Cockatiel', 'Multicolor', '32679', '515'),
('Charlie','2012-09-02','Dog','Bulldog', 'Multicolor', '25184', '444'),
('Rocky','2010-10-16','Turtle','Russian Tortoise', 'Spotted', '10912', '191'),
('Charlie','2017-11-20','Hamster','Chinese', 'Striped', '5173', '86'),
('Max','2015-01-21','Dog','Beagle', 'Gray', '3365', '730'),
('Luna','2017-09-16','Rabbit','Flemish Giant', 'Striped', '9850', '241'),
('Max','2013-02-18','Turtle','Painted Turtle', 'Golden', '47358', '991'),
('Lucy','2019-09-03','Turtle','Musk Turtle', 'Golden', '3570', '554'),
('Bella','2010-01-06','Dog','Bulldog', 'Multicolor', '22310', '276'),
('Max','2020-11-17','Turtle','Box Turtle', 'Brown', '13242', '717'),
('Lucy','2010-08-11','Rabbit','Mini Rex', 'Golden', '48234', '422'),
('Luna','2012-04-18','Dog','Labrador', 'White', '564', '423'),
('Max','2015-09-08','Dog','Labrador', 'Golden', '39104', '915'),
('Luna','2013-06-01','Cat','Siamese', 'White', '15243', '338'),
('Milo','2015-04-23','Turtle','Red-Eared Slider', 'Spotted', '32792', '390'),
('Max','2015-05-24','Turtle','Russian Tortoise', 'Golden', '5327', '955'),
('Rocky','2014-04-10','Rabbit','Lionhead', 'Golden', '18377', '742'),
('Max','2022-05-31','Cat','Siamese', 'Brown', '21221', '681'),
('Luna','2016-01-14','Cat','Siamese', 'Golden', '41190', '814'),
('Luna','2023-11-27','Bird','Canary', 'Brown', '8326', '483'),
('Daisy','2016-02-13','Cat','Persian', 'Golden', '42838', '11'),
('Milo','2023-03-30','Rabbit','Holland Lop', 'White', '31903', '524'),
('Buddy','2020-08-15','Turtle','Russian Tortoise', 'Brown', '36501', '950'),
('Chloe','2018-09-19','Rabbit','Netherland Dwarf', 'Black', '11956', '974'),
('Daisy','2023-07-02','Cat','Maine Coon', 'White', '7141', '804'),
('Milo','2021-04-21','Bird','Sparrow', 'Gray', '2873', '981'),
('Max','2015-03-07','Hamster','Winter White Russian', 'Brown', '45809', '188'),
('Buddy','2011-05-20','Hamster','Roborovski', 'Multicolor', '46356', '573'),
('Buddy','2024-05-26','Dog','Beagle', 'Golden', '24140', '384'),
('Rocky','2019-03-10','Hamster','Syrian', 'Black', '35922', '691'),
('Charlie','2013-09-30','Bird','Parrot', 'Spotted', '18377', '292'),
('Chloe','2013-05-02','Hamster','Roborovski', 'Spotted', '18272', '518'),
('Charlie','2014-07-13','Turtle','Painted Turtle', 'Golden', '44400', '54'),
('Daisy','2023-07-24','Bird','Canary', 'Gray', '27939', '174'),
('Bella','2016-08-20','Turtle','Russian Tortoise', 'Gray', '45038', '979'),
('Luna','2014-10-04','Hamster','Winter White Russian', 'Multicolor', '34568', '685'),
('Rocky','2023-01-06','Turtle','Box Turtle', 'Black', '34272', '400'),
('Rocky','2010-07-29','Hamster','Winter White Russian', 'Black', '26725', '598'),
('Max','2011-02-06','Dog','Bulldog', 'White', '5327', '163'),
('Bella','2021-11-18','Rabbit','Netherland Dwarf', 'Multicolor', '29514', '268'),
('Luna','2010-08-27','Cat','Siamese', 'Striped', '29562', '667'),
('Rocky','2010-06-21','Turtle','Russian Tortoise', 'Gray', '32138', '972'),
('Milo','2010-11-30','Rabbit','Netherland Dwarf', 'Striped', '38987', '669'),
('Buddy','2024-08-31','Cat','Bengal', 'Gray', '46316', '141'),
('Charlie','2021-08-13','Bird','Canary', 'Striped', '11904', '190'),
('Charlie','2021-11-21','Bird','Canary', 'Golden', '12756', '467'),
('Chloe','2023-05-16','Dog','Bulldog', 'White', '15336', '832'),
('Bella','2023-08-25','Turtle','Box Turtle', 'Brown', '19140', '524'),
('Lucy','2013-08-19','Dog','Labrador', 'Black', '1595', '3'),
('Luna','2021-02-18','Rabbit','Holland Lop', 'Black', '13253', '25'),
('Luna','2013-08-30','Rabbit','Holland Lop', 'White', '40855', '683'),
('Max','2022-05-05','Dog','Bulldog', 'Gray', '8187', '548'),
('Buddy','2012-12-17','Turtle','Musk Turtle', 'Gray', '7035', '673'),
('Milo','2023-01-29','Cat','Bengal', 'Brown', '21296', '798'),
('Luna','2013-03-06','Dog','Labrador', 'Striped', '3261', '793'),
('Buddy','2022-03-10','Bird','Finch', 'Multicolor', '14139', '844'),
('Daisy','2022-03-16','Turtle','Russian Tortoise', 'Striped', '14647', '946'),
('Milo','2020-02-11','Hamster','Syrian', 'Brown', '26233', '280'),
('Rocky','2009-12-23','Rabbit','Holland Lop', 'Striped', '21741', '329'),
('Bella','2020-05-16','Rabbit','Lionhead', 'Multicolor', '5202', '687'),
('Buddy','2020-02-12','Hamster','Syrian', 'Gray', '40855', '687'),
('Bella','2012-06-09','Turtle','Musk Turtle', 'Spotted', '45038', '227'),
('Lucy','2018-10-17','Bird','Cockatiel', 'Spotted', '30448', '522'),
('Bella','2022-12-25','Hamster','Syrian', 'Black', '35319', '285'),
('Milo','2021-11-30','Turtle','Musk Turtle', 'White', '6591', '80'),
('Luna','2020-06-23','Cat','Persian', 'Black', '41338', '938'),
('Bella','2017-12-20','Bird','Cockatiel', 'Multicolor', '17994', '179'),
('Bella','2023-03-07','Turtle','Painted Turtle', 'Striped', '25569', '403'),
('Buddy','2018-06-23','Bird','Cockatiel', 'Gray', '48127', '546'),
('Charlie','2011-01-13','Turtle','Box Turtle', 'Striped', '12568', '666'),
('Rocky','2020-08-29','Hamster','Roborovski', 'Brown', '34104', '201'),
('Rocky','2022-12-31','Dog','German Shepherd', 'Brown', '25793', '126'),
('Rocky','2021-04-06','Turtle','Musk Turtle', 'Gray', '16812', '49'),
('Daisy','2020-12-18','Bird','Finch', 'Spotted', '5202', '363'),
('Lucy','2014-06-23','Rabbit','Holland Lop', 'Spotted', '38565', '710'),
('Charlie','2020-05-17','Cat','Sphynx', 'Gray', '34147', '22'),
('Bella','2019-02-10','Rabbit','Mini Rex', 'White', '2202', '660'),
('Luna','2015-05-10','Dog','Poodle', 'Multicolor', '33741', '219'),
('Daisy','2016-09-28','Turtle','Painted Turtle', 'Striped', '39435', '411'),
('Chloe','2018-09-24','Turtle','Russian Tortoise', 'Spotted', '42492', '344'),
('Rocky','2021-04-18','Bird','Parrot', 'Brown', '12028', '177'),
('Max','2021-01-26','Hamster','Winter White Russian', 'Multicolor', '39232', '628'),
('Chloe','2011-05-07','Bird','Finch', 'White', '22472', '390'),
('Lucy','2017-06-12','Rabbit','Mini Rex', 'Striped', '34127', '9'),
('Charlie','2016-11-12','Cat','Bengal', 'Striped', '28987', '631'),
('Lucy','2014-06-24','Cat','Sphynx', 'Multicolor', '187', '601'),
('Bella','2024-05-19','Hamster','Syrian', 'Gray', '49708', '128'),
('Buddy','2014-04-30','Rabbit','Netherland Dwarf', 'Golden', '39997', '702'),
('Luna','2017-10-21','Hamster','Roborovski', 'Golden', '4392', '483'),
('Luna','2015-10-16','Bird','Sparrow', 'Spotted', '15488', '912'),
('Rocky','2012-03-10','Hamster','Roborovski', 'Multicolor', '25542', '341'),
('Bella','2012-08-23','Bird','Sparrow', 'Golden', '31792', '269'),
('Bella','2018-05-25','Cat','Maine Coon', 'White', '3888', '833'),
('Milo','2014-05-04','Cat','Persian', 'Golden', '580', '343'),
('Luna','2023-07-18','Cat','Bengal', 'Golden', '42888', '85'),
('Chloe','2022-02-24','Bird','Parrot', 'Gray', '991', '297'),
('Daisy','2023-06-29','Dog','Poodle', 'Striped', '3023', '886'),
('Lucy','2017-06-24','Dog','German Shepherd', 'Golden', '23187', '423'),
('Buddy','2024-05-13','Cat','Sphynx', 'Spotted', '8044', '433'),
('Rocky','2013-12-07','Bird','Finch', 'Golden', '2669', '388'),
('Max','2015-02-09','Bird','Canary', 'Black', '20744', '18'),
('Buddy','2016-05-04','Rabbit','Holland Lop', 'Spotted', '8187', '251'),
('Max','2016-04-17','Dog','Beagle', 'Gray', '31792', '678'),
('Lucy','2020-03-18','Hamster','Roborovski', 'White', '22294', '463'),
('Buddy','2015-10-02','Cat','Bengal', 'Brown', '36183', '496'),
('Daisy','2014-02-15','Hamster','Chinese', 'Striped', '7964', '737'),
('Bella','2011-10-12','Turtle','Painted Turtle', 'Spotted', '6791', '523'),
('Lucy','2015-01-27','Dog','Labrador', 'White', '15488', '222'),
('Daisy','2015-11-19','Rabbit','Netherland Dwarf', 'Multicolor', '9501', '680'),
('Rocky','2009-10-18','Dog','Poodle', 'Spotted', '43920', '228'),
('Rocky','2013-01-20','Dog','Labrador', 'Golden', '2553', '148'),
('Daisy','2019-08-21','Cat','Maine Coon', 'Gray', '3758', '525'),
('Rocky','2011-02-17','Turtle','Painted Turtle', 'Striped', '19920', '499'),
('Bella','2016-10-21','Rabbit','Netherland Dwarf', 'Spotted', '10522', '958'),
('Chloe','2012-02-14','Rabbit','Netherland Dwarf', 'Gray', '49215', '196'),
('Bella','2013-01-23','Dog','Labrador', 'Multicolor', '6956', '5'),
('Lucy','2017-04-10','Hamster','Roborovski', 'Multicolor', '34726', '97'),
('Rocky','2024-02-12','Hamster','Roborovski', 'Multicolor', '9850', '780'),
('Lucy','2011-03-13','Dog','Labrador', 'Black', '30188', '957'),
('Max','2014-06-24','Cat','Persian', 'White', '44540', '621'),
('Daisy','2022-08-25','Cat','Sphynx', 'Multicolor', '42888', '113'),
('Luna','2013-01-21','Bird','Cockatiel', 'Striped', '45104', '500'),
('Lucy','2010-06-11','Cat','Persian', 'Multicolor', '45188', '567'),
('Luna','2017-05-27','Turtle','Musk Turtle', 'Brown', '7793', '458'),
('Daisy','2012-04-08','Dog','Beagle', 'Spotted', '41908', '218'),
('Milo','2009-10-15','Rabbit','Lionhead', 'Gray', '13811', '42'),
('Milo','2018-01-09','Cat','Sphynx', 'Striped', '3365', '71'),
('Daisy','2020-04-12','Dog','German Shepherd', 'Striped', '35319', '257'),
('Luna','2014-09-22','Hamster','Dwarf Campbell Russian', 'Golden', '36458', '45'),
('Lucy','2014-06-09','Dog','Beagle', 'Gray', '20521', '194'),
('Max','2010-05-21','Cat','Bengal', 'White', '49157', '131'),
('Rocky','2014-12-26','Rabbit','Holland Lop', 'Multicolor', '28717', '829'),
('Chloe','2016-11-11','Rabbit','Flemish Giant', 'Spotted', '6486', '313'),
('Luna','2023-07-21','Cat','Persian', 'Spotted', '24209', '201'),
('Luna','2024-05-06','Dog','Labrador', 'White', '25838', '19'),
('Rocky','2023-08-31','Bird','Finch', 'Striped', '27353', '145'),
('Max','2022-08-23','Rabbit','Lionhead', 'Black', '10351', '369'),
('Milo','2016-07-08','Rabbit','Lionhead', 'Golden', '26432', '273'),
('Daisy','2014-03-27','Rabbit','Holland Lop', 'Black', '21296', '205'),
('Luna','2010-12-27','Rabbit','Holland Lop', 'Spotted', '8520', '907'),
('Buddy','2015-05-11','Cat','Maine Coon', 'Striped', '6319', '490'),
('Lucy','2013-12-12','Turtle','Box Turtle', 'Golden', '18265', '393'),
('Charlie','2024-03-25','Rabbit','Holland Lop', 'Gray', '8996', '57'),
('Milo','2010-01-01','Dog','Labrador', 'White', '5327', '351'),
('Charlie','2021-01-05','Rabbit','Mini Rex', 'Brown', '165', '739'),
('Daisy','2022-10-13','Bird','Finch', 'White', '39435', '963'),
('Rocky','2012-07-17','Hamster','Winter White Russian', 'Multicolor', '17562', '849'),
('Luna','2022-04-08','Turtle','Painted Turtle', 'Striped', '18642', '592'),
('Lucy','2012-07-25','Bird','Canary', 'Spotted', '30573', '710'),
('Chloe','2022-01-02','Rabbit','Holland Lop', 'Spotted', '1238', '508'),
('Chloe','2010-09-09','Dog','Labrador', 'Black', '33136', '163'),
('Bella','2012-05-16','Bird','Cockatiel', 'Striped', '352', '420'),
('Charlie','2009-11-17','Cat','Maine Coon', 'Striped', '8203', '268'),
('Chloe','2023-12-14','Dog','Beagle', 'Black', '44400', '922'),
('Max','2014-05-13','Bird','Parrot', 'Multicolor', '29233', '31'),
('Daisy','2024-06-11','Cat','Siamese', 'Brown', '23225', '272'),
('Daisy','2019-04-19','Bird','Sparrow', 'Golden', '33796', '545'),
('Charlie','2019-06-04','Turtle','Red-Eared Slider', 'Multicolor', '35555', '508'),
('Luna','2016-12-19','Turtle','Musk Turtle', 'White', '30265', '836'),
('Buddy','2009-10-18','Dog','Labrador', 'Golden', '27027', '992'),
('Buddy','2016-07-18','Turtle','Box Turtle', 'Gray', '33521', '650'),
('Chloe','2017-08-13','Turtle','Musk Turtle', 'White', '25783', '143'),
('Charlie','2011-01-21','Hamster','Chinese', 'Golden', '3946', '982'),
('Bella','2018-12-28','Bird','Cockatiel', 'Golden', '30960', '214'),
('Buddy','2013-09-15','Cat','Bengal', 'Brown', '21326', '623'),
('Bella','2011-05-22','Cat','Sphynx', 'Gray', '23839', '790'),
('Rocky','2014-11-05','Turtle','Red-Eared Slider', 'White', '16599', '730'),
('Luna','2024-02-29','Rabbit','Lionhead', 'White', '46495', '422'),
('Lucy','2020-12-29','Cat','Siamese', 'Golden', '42788', '293'),
('Charlie','2011-06-25','Dog','Labrador', 'Striped', '562', '289'),
('Luna','2017-06-14','Hamster','Syrian', 'Brown', '14139', '345'),
('Daisy','2011-08-20','Dog','Bulldog', 'White', '27249', '586'),
('Milo','2012-09-26','Dog','Beagle', 'Gray', '42965', '15'),
('Milo','2020-10-13','Turtle','Musk Turtle', 'Black', '13242', '979'),
('Charlie','2018-11-19','Rabbit','Netherland Dwarf', 'White', '8545', '274'),
('Lucy','2014-07-31','Turtle','Painted Turtle', 'White', '5419', '971'),
('Milo','2010-03-24','Hamster','Winter White Russian', 'Spotted', '18272', '996'),
('Rocky','2022-01-16','Dog','Bulldog', 'Golden', '38597', '38'),
('Charlie','2023-04-29','Dog','Labrador', 'Striped', '32522', '481'),
('Charlie','2013-10-16','Turtle','Russian Tortoise', 'Gray', '30933', '79'),
('Max','2021-06-26','Hamster','Chinese', 'Golden', '34104', '442'),
('Buddy','2010-11-06','Bird','Canary', 'Striped', '16407', '434'),
('Luna','2012-01-23','Bird','Sparrow', 'Brown', '29163', '172'),
('Max','2013-04-28','Hamster','Winter White Russian', 'Brown', '49393', '709'),
('Charlie','2011-04-04','Rabbit','Mini Rex', 'White', '40947', '913'),
('Rocky','2020-07-28','Turtle','Box Turtle', 'White', '41360', '521'),
('Chloe','2013-02-21','Cat','Persian', 'Gray', '42143', '607'),
('Charlie','2011-03-27','Hamster','Dwarf Campbell Russian', 'Golden', '34640', '844'),
('Lucy','2022-02-03','Turtle','Russian Tortoise', 'Striped', '33408', '831'),
('Bella','2010-03-08','Hamster','Chinese', 'Golden', '28451', '961'),
('Bella','2012-06-18','Bird','Cockatiel', 'Black', '13242', '261'),
('Buddy','2015-02-01','Bird','Finch', 'Spotted', '38101', '486'),
('Bella','2011-06-28','Hamster','Roborovski', 'Brown', '28834', '111'),
('Buddy','2017-09-01','Dog','Poodle', 'Black', '16812', '906'),
('Daisy','2014-04-25','Hamster','Roborovski', 'Multicolor', '25793', '665'),
('Bella','2018-09-22','Hamster','Chinese', 'Striped', '29916', '866'),
('Rocky','2012-07-31','Dog','Poodle', 'Striped', '40947', '68'),
('Daisy','2012-09-30','Rabbit','Lionhead', 'Brown', '6157', '757'),
('Charlie','2020-03-22','Rabbit','Lionhead', 'Spotted', '6580', '577'),
('Daisy','2021-03-01','Dog','Poodle', 'Black', '30634', '23'),
('Lucy','2011-01-16','Dog','Bulldog', 'White', '25793', '340'),
('Max','2010-01-03','Hamster','Chinese', 'Striped', '24495', '101'),
('Chloe','2010-02-19','Turtle','Painted Turtle', 'Multicolor', '47976', '201'),
('Rocky','2010-01-24','Turtle','Red-Eared Slider', 'Spotted', '46606', '575'),
('Rocky','2014-01-17','Turtle','Box Turtle', 'Black', '19274', '965'),
('Charlie','2015-11-06','Cat','Siamese', 'Brown', '32308', '132'),
('Milo','2010-07-11','Cat','Maine Coon', 'Striped', '31652', '454'),
('Lucy','2023-06-26','Hamster','Chinese', 'Multicolor', '8515', '874'),
('Max','2011-08-01','Hamster','Chinese', 'Black', '40591', '208'),
('Buddy','2019-10-01','Cat','Maine Coon', 'Black', '34603', '501'),
('Rocky','2010-03-03','Hamster','Chinese', 'Brown', '6274', '20'),
('Chloe','2018-01-17','Rabbit','Holland Lop', 'Gray', '49648', '197'),
('Lucy','2020-03-16','Turtle','Red-Eared Slider', 'Gray', '3016', '758'),
('Charlie','2018-09-08','Bird','Canary', 'Spotted', '33804', '2'),
('Bella','2017-05-01','Rabbit','Netherland Dwarf', 'Brown', '21902', '40'),
('Daisy','2013-01-21','Hamster','Syrian', 'Striped', '2793', '671'),
('Charlie','2014-09-23','Hamster','Dwarf Campbell Russian', 'Striped', '35425', '454'),
('Max','2018-10-02','Dog','Beagle', 'Striped', '4832', '592'),
